116th Bill Name,117th Bill Name,Short Title
116-HB5975,117-HB1810,Last Green Valley National Heritage Corridor and the Upper Housatonic Valley National Heritage Area Reauthorization Act
116-HB6010,117-HB5500,Voter Choice Act
116-HB7414,117-HB3084,Taiwan Fellowship Act
116-HB7357,117-HB1056,Wireless Broadband Competition and Efficient Deployment Act
116-HB8679,117-HB4604,"To allow certain individuals with prior service under the District of Columbia retirement system to make deposits towards annuities under the Civil Service Retirement System and the Federal Employees Retirement System, and for other purposes."
116-HB3437,117-HB2380,STAR Act Saving Transit Art Resources Act
116-HB8535,117-HB5445,GO Ag Act Growing Opportunities in Agriculture Act
116-HB3743,117-HB6510,STOP Campus Hunger Act Supporting Transparency to Overcome Poverty and Campus Hunger Act
116-HB628,117-HB2800,WINGMAN Act Working to Integrate Networks Guaranteeing Member Access Now Act
116-HB5891,117-HB386,Safe Routes to School Expansion Act
116-HB98,117-HB71,Criminal Alien Gang Member Removal Act
116-HJR69,117-HJR93,Proposing an amendment to the Constitution of the United States to require the United States and the States to jointly ensure a high-quality education to all persons within the United States.
116-HR330,117-HR346,"Expressing support for honoring Earth Day, and for other purposes."
116-HR214,117-HR653,Supporting the goals to protect United States military personnel from malaria.
116-HB8699,117-HB4192,Erie Canalway National Heritage Corridor Commission Reauthorization Act
116-HB6797,117-HB1390,CHIPPER Act Children’s Health Insurance Program Pandemic Enhancement and Relief Act
116-HB7572,117-HB739,For the relief of Median El-Moustrah.
116-HB2182,117-HB6005,Access to Birth Control Act
116-HB7953,117-HB3483,Young Americans Financial Literacy Act
116-HB7945,117-HB851,FAAN Act Future Advancement of Academic Nursing Act
116-HR200,117-HR192,Expressing the sense of the House of Representatives that the Senate should give its advice and consent to the ratification of the Convention on the Elimination of All Forms of Discrimination Against Women.
116-HB6492,117-HB152,Ensuring HOMES Act Ensuring Homeowner and Occupant Monetary Encouragement and Stability Act
116-HB6586,117-HB4653,Social Media Accountability and Account Verification Act
116-HB8388,117-HB4203,IMPROVE Addiction Care Act Improving Medicaid Programs' Response to Overdose Victims and Enhancing Addiction Care Act
116-HB8636,117-HB2154,Protecting Americans from Dangerous Algorithms Act
116-HB2834,117-HB3315,"To revise the boundaries of a unit of the John H. Chafee Coastal Barrier Resources System in Topsail, North Carolina, and for other purposes."
116-HB5653,117-HB1328,Green Federal Fleet Act
116-HB2232,117-HB9348,New Pathways Act
116-HB8865,117-HB1778,MORE DOT Grants Act More Opportunities for Rural Economies from DOT Grants Act
116-HB5995,117-HB1282,Major Richard Star Act
116-HB5776,117-HB1797,Repeatedly Flooded Communities Preparation Act
116-HB8240,117-HB3600,Route 66 National Historic Trail Designation Act
116-HCR26,117-HR254,Expressing the sense of the Congress that the Parthenon Marbles should be returned to Greece.
116-HB2492,117-HB1851,St. Mary's Reinvestment Act
116-HB2541,117-HB451,BUILD Act Building United States Infrastructure and Leveraging Development Act
116-HB7365,117-HB1152,Green Buses for Every Community Act
116-HB7577,117-HB4700,Transition for Success Act
116-HB8044,117-HB144,Supporting Early-Career Researchers Act
116-HB2708,117-HB3929,Disarm Hate Act
116-HB7961,117-HB1914,CAHOOTS Act Crisis Assistance Helping Out On The Streets Act
116-HB3700,117-HB3883,"To amend title 38, United States Code, to prohibit smoking on the premises of any facility of the Veterans Health Administration, and for other purposes."
116-HB646,117-HB797,"To designate the facility of the United States Postal Service located at 24930 Washington Avenue in Murrieta, California, as the ""Riverside County Iraq and Afghanistan Veterans Memorial Post Office""."
116-HB8382,117-HB2841,Student Athlete Level Playing Field Act
116-HB33,117-HB30,Gun Trafficking Prohibition Act
116-HB8771,117-HB2512,Chisholm National Historic Trail and Western National Historic Trail Designation Act
116-HB4452,117-HB5238,Grandparent-Grandchild Medical Leave Act
116-HB3953,117-HB4583,Supporting Positive Outcomes After Release Act
116-HB8689,117-HB3246,Connecting Youth to Jobs Act
116-HB8165,117-HB3568,Affordable Solar Energy for Our Communities Act
116-HB130,117-HB4307,John Tanner Fairness and Independence in Redistricting Act
116-HB124,117-HB4307,John Tanner Fairness and Independence in Redistricting Act
116-HB4110,117-HB2683,Helping Communities Invest in Infrastructure Act
116-HB6969,117-HB3991,TELL Act Telling Everyone the Location of data Leaving the U.S. Act
116-HB2490,117-HB810,"To amend the National Trails System Act to direct the Secretary of the Interior to conduct a study on the feasibility of designating the Chief Standing Bear National Historic Trail, and for other purposes."
116-HB5927,117-HB5003,Safe Medicine Act
116-HB5982,117-HB5003,Safe Medicine Act
116-HR821,117-HR583,Amending the Rules of the House of Representatives to establish a Permanent Select Committee on Aging.
116-HB1040,117-HB1040,Flat Tax Act
116-HB6188,117-HB1739,Support Our Military Working Dogs Act
116-HB7433,117-HB3641,Military Spouse Student Loan Deferment Act
116-HB5622,117-HB6910,For the relief of Igor Klyuchenko.
116-HR1038,117-HR215,Recognizing the forthcoming centennial of the 1921 Tulsa Race Massacre.
116-HB4642,117-HB2400,Community Broadband Mapping Act
116-HB2576,117-HB7252,Federal Government Advertising Equity Accountability Act
116-HB2899,117-HB5795,Main Street Growth Act
116-HR266,117-HR1018,"Recognizing March 31 as ""César Chávez Day"" in honor of the accomplishments and legacy of César Estrada Chávez."
116-HB4372,117-HB2027,MSI STEM Achievement Act
116-HB6107,117-HB4409,Diversity Advancements in Accelerated Programs Act
116-HB5152,117-HB3289,Transportation Equity Act
116-HB7987,117-HB6571,TSA Security Threat Assessment Application Modernization Act
116-HB5831,117-HB534,Protecting Life in Foreign Assistance Act
116-HB7565,117-HB164,"To authorize the Seminole Tribe of Florida to lease or transfer certain land, and for other purposes."
116-HB6118,117-HB1467,Menstrual Equity in the Peace Corps Act
116-HB4668,117-HB8216,Digital Citizenship and Media Literacy Act
116-HB8673,117-HB8646,INSPECT Act Increasing Nuclear Safety Protocols for Extended Canister Transfers Act
116-HB5670,117-HB1871,Transportation Security Transparency Improvement Act
116-HB4055,117-HB1172,Stop Super PAC–Candidate Coordination Act
116-HB5585,117-HB4370,Listing Reform Act
116-HB4901,117-HB1522,Puerto Rico Statehood Admission Act
116-HB8751,117-HB3231,Unrecognized Southeast Alaska Native Communities Recognition and Compensation Act
116-HB4606,117-HB3661,ALYSSA Act Alyssa’s Legacy Youth in Schools Safety Alert Act
116-HR369,117-HR370,Expressing the sense of the House of Representatives supporting the Federal workforce.
116-HB1232,117-HB4848,Rescinding DHS’ Waiver Authority for Border Wall Act
116-HB5034,117-HB2135,Fair Debt Collection Improvement Act
116-HB8287,117-HB47,"To amend title 54, United States Code, to increase public access to recreational areas on Federal land."
116-HB286,117-HB2836,Florida Coastal Protection Act
116-HB5097,117-HB3724,Total Recall Act
116-HB3515,117-HB830,Wage Increase Fairness Act
116-HB7623,117-HB4632,Passport Backlog Elimination Act
116-HB8786,117-HB4262,Increasing Investor Opportunities Act
116-HB8340,117-HB5865,"To designate the facility of the United States Postal Service located at 4110 Bluebonnet Drive in Stafford, Texas, as the ""Leonard Scarcella Post Office Building""."
116-HB2308,117-HB1125,To amend the VA MISSION Act of 2018 to expand the veterans healing veterans medical access and scholarship program to include more students and schools.
116-HB6739,117-HB975,Ensuring Seniors’ Access to COVID Treatments Act
116-HB6499,117-HB2359,"To authorize the Secretary of the Interior to conduct a study to assess the suitability and feasibility of designating certain lands as the Los Caminos del Rio National Heritage Corridor, and for other purposes."
116-HB7017,117-HB719,Right to Test Act
116-HB1371,117-HB6025,Flu Vaccine Act
116-HB6223,117-HB3698,D-BLOC Act Don’t BLock Our Communities Act
116-HB7429,117-HB575,Promoting Cross-border Energy Infrastructure Act
116-HB6648,117-HB1426,Territorial Economic Recovery Act
116-HB939,117-HB5465,SECURE Firearm Storage Act Safety Enhancements for Communities Using Reasonable and Effective Firearm Storage Act
116-HB1771,117-HB826,Divided Families Reunification Act
116-HB4607,117-HB1133,"To amend the Higher Education Act of 1965 to include certain employment as a health care practitioner as eligible for public service loan forgiveness, and for other purposes."
116-HB2191,117-HB430,Veterans Cannabis Use for Safe Healing Act
116-HB2878,117-HB2898,Homecare for Seniors Act
116-HB2721,117-HB6588,Cyber Ready Workforce Act
116-HB6176,117-HB3620,Solar VETS Act Solar Vocational Education and Training for our Servicemembers Act
116-HB2141,117-HB7663,Great Lakes Agricultural Stewardship Act
116-HR429,117-HR624,"Affirming the right of all renters to a safe, affordable, and decent home."
116-HB7749,117-HB2031,To amend the Internal Revenue Code of 1986 to encourage the transfer of intangible property from controlled foreign corporations to United States shareholders.
116-HR1148,117-HR331,Raising a question of the privileges of the House.
116-HR304,117-HR331,Raising a question of the privileges of the House.
116-HR53,117-HR331,Raising a question of the privileges of the House.
116-HR789,117-HR331,Raising a question of the privileges of the House.
116-HR1063,117-HR331,Raising a question of the privileges of the House.
116-HR832,117-HR331,Raising a question of the privileges of the House.
116-HB2710,117-HB4809,Patient Access to ESRD New Innovative Devices Act
116-HB2518,117-HB6137,"MAKERS Act Making Advances Kinetic Education, Research, and Skills Act"
116-HB3992,117-HB3765,Disability Employment Incentive Act
116-HR401,117-HR448,Recognizing the significance of Asian/Pacific American Heritage Month in May as an important time to celebrate the significant contributions of Asian Americans and Pacific Islanders to the history of the United States.
116-HR983,117-HR448,Recognizing the significance of Asian/Pacific American Heritage Month in May as an important time to celebrate the significant contributions of Asian Americans and Pacific Islanders to the history of the United States.
116-HB7375,117-HB5598,Access to Small Business Investor Capital Act
116-HB7466,117-HB1164,Emancipation Statue Removal Act
116-HB5990,117-HB670,Bronzeville-Black Metropolis National Heritage Area Act
116-HB3338,117-HB4171,Essential Skills and Child Care for Health Professions Act
116-HB1014,117-HB1689,Offshore Wind for Territories Act
116-HB3756,117-HB4034,Pre-apprenticeship Promotion Act
116-HB8146,117-HB1236,Imported Seafood Testing Act
116-HB1978,117-HB4464,Fighting Homelessness Through Services and Housing Act
116-HB7697,117-HB92,"To designate the facility of the United States Postal Service located at 110 Johnson Street in Pickens, South Carolina, as the ""Specialist Four Charles Johnson Post Office""."
116-HB7165,117-HB6459,District of Columbia Government Title Equality Act
116-HB224,117-HB2949,"To amend section 1908 of title 41, United States Code, to exempt certain contracts from the periodic inflation adjustments to an acquisition-related dollar threshold."
116-HR611,117-HR1425,"Supporting the goals and ideals of ""National Nonviolence Week"" to raise awareness of youth violence in the United States."
116-HR330,117-HR1075,"Expressing support for honoring Earth Day, and for other purposes."
116-HB2958,117-HB3572,Increasing Access to Mental Health in Schools Act
116-HB8250,117-HB2699,2020 Census Deadline Extensions Act
116-HB1956,117-HB2363,Voluntary Protection Program Act
116-HR544,117-HR576,Recognizing Islam as one of the great religions of the world.
116-HR1090,117-HR576,Recognizing Islam as one of the great religions of the world.
116-HB5092,117-HB2733,Counseling for Career Choice Act
116-HB3467,117-HB2226,Remove the Stain Act
116-HR18,117-HR17,"Expressing the sense of the House of Representatives that the President should redirect and target foreign assistance provided to El Salvador, Guatemala, and Honduras in a manner that addresses the driving causes of illegal immigration into the United States from such countries, and for other purposes."
116-HB4693,117-HB109,Department of Veterans Affairs Electronic Health Record Advisory Committee Act
116-HB211,117-HB1774,Hold Congress Accountable Act
116-HB8596,117-HB277,Limiting Section 230 Immunity to Good Samaritans Act
116-HR335,117-HR1022,Expressing support for the recognition of April as Arab American Heritage Month and celebrating the heritage and culture of Arab Americans in the United States.
116-HR948,117-HR1022,Expressing support for the recognition of April as Arab American Heritage Month and celebrating the heritage and culture of Arab Americans in the United States.
116-HB9015,117-HB4960,Preserving Existing Nuclear Energy Generation Act
116-HB6998,117-HB1261,"To amend the Omnibus Parks and Public Lands Management Act of 1996 to reauthorize the Ohio & Erie National Heritage Canalway, and for other purposes."
116-HB2416,117-HB762,SAFE TO DRIVE Act States Afforded Funding Extensions To Oppose Driving Recklessly In Vehicular Engagements Act
116-HB5500,117-HB298,Noncontiguous Shipping Competition Act
116-HB45,117-HB4063,Barack Obama Highway Act
116-HB6616,117-HB918,Stronger Medicaid Response to the COVID–19 Pandemic Act
116-HB8859,117-HB2334,REPAIR Act Reinvesting in Essential Partnerships And Infrastructure for Rural America Act
116-HB7364,117-HB1148,CABLE Leadership Act Cable Access for Broadband and Local Economic Leadership Act
116-HB2319,117-HB1518,21st Century NICS Act
116-HB1073,117-HB6398,FAIR Act Federal Adjustment of Income Rates Act
116-HB5690,117-HB6398,FAIR Act Federal Adjustment of Income Rates Act
116-HR687,117-HR464,"Expressing support for the designation of July 16 as ""National Atomic Veterans Day""."
116-HB8727,117-HB1332,Telehealth Modernization Act
116-HB8127,117-HB1762,Protecting Indian Tribes from Scams Act
116-HB918,117-HB774,Spotlight Act
116-HJR35,117-HJR31,Proposing an amendment to the Constitution of the United States relative to equal rights for men and women.
116-HB2772,117-HB2288,Investing in Our Communities Act
116-HR840,117-HR167,"Expressing support for the designation of the last day of February each year as ""Rare Disease Day""."
116-HR161,117-HR167,"Expressing support for the designation of the last day of February each year as ""Rare Disease Day""."
116-HB1899,117-HB1918,Student Loan Refinancing and Recalculation Act
116-HB3462,117-HB3925,SHELTER Act
116-HR530,117-HR56,Expressing the sense of the House of Representatives that the amount of the Members' Representational Allowance should be increased in response to increasing threats against Members of the House.
116-HB3796,117-HB7435,Health Savings for Seniors Act
116-HB4513,117-HB3476,Air National Guard Air Refueling Wing Center of Excellence Act
116-HB1469,117-HB4537,Improving Transparency in TANF through Data Act
116-HB8595,117-HB236,To nullify the effect of Executive Order 13950 relating to combating race and sex stereotyping.
116-HB6940,117-HB3708,Advancing Tech Startups Act
116-HB173,117-HB8847,Pipeline Fairness and Transparency Act
116-HB7465,117-HB1365,Andrew Jackson Statue Removal Act
116-HJR33,117-HJR89,Proposing an amendment to the Constitution of the United States relating to contributions and expenditures with respect to Federal elections.
116-HB2103,117-HB2549,Tax Fairness for Workers Act
116-HJR20,117-HJR66,Proposing an amendment to the Constitution of the United States to limit the number of terms that a Member of Congress may serve.
116-HB4362,117-HB5799,Overseas Americans Financial Access Act
116-HB8450,117-HB373,To treat certain face coverings and disinfectants as medical expenses for purposes of certain Federal tax benefits.
116-HB1411,117-HB4188,Respect for Peace Corps Volunteers Act
116-HB8409,117-HB1109,Department of State Student Internship Program Act
116-HB7817,117-HB1559,Modernize Nuclear Reactor Environmental Reviews Act
116-HR412,117-HR425,"Supporting the designation of May as ""National Lyme and Tick-Borne Disease and Conditions Awareness Month""."
116-HB6141,117-HB958,Protecting Moms Who Served Act
116-HB2343,117-HB2374,Peace and Tolerance in Palestinian Education Act
116-HB1776,117-HB3135,Captive Primate Safety Act
116-HR137,117-HR832,Expressing the sense of the House of Representatives in support of the International Atomic Energy Agency's (IAEA) nuclear security role.
116-HB5044,117-HB3565,World War II Pacific War Heroes Congressional Gold Medal Act
116-HB4016,117-HB6767,Portable Benefits for Independent Workers Pilot Program Act
116-HB6694,117-HB3070,COPS Counseling Act Confidentiality Opportunities for Peer Support Counseling Act
116-HB4155,117-HB9304,Funding Attorneys for Indigent Removal (FAIR) Proceedings Act
116-HB6334,117-HB2118,Securing America From Epidemics Act
116-HB6994,117-HB4865,Registration for Index-Linked Annuities Act
116-HB1242,117-HB2548,Cormorant Relief Act
116-HB332,117-HB5798,Arms Sale Oversight Act
116-HB4539,117-HB372,"For the relief of Alirio Palacios Gamez, Hilda Veronica Ramirez Mendez, and Jayro Ivan Juarez Ramirez."
116-HB5058,117-HB372,"For the relief of Alirio Palacios Gamez, Hilda Veronica Ramirez Mendez, and Jayro Ivan Juarez Ramirez."
116-HB144,117-HB85,Old Glory Only Act
116-HB6511,117-HB722,Ensuring Vaccination and Treatment Affordability Act
116-HR479,117-HR189,Seeking the return of the USS Pueblo to the United States Navy.
116-HB2317,117-HB149,Peter J. McGuire Labor Day Landmark Act
116-HB6961,117-HB3477,"To authorize the posthumous honorary promotion to general of Lieutenant General Frank Maxwell Andrews, United States Army."
116-HB5489,117-HB630,Polar Bear Conservation and Fairness Act
116-HB1759,117-HB1763,BRIDGE for Workers Act Building on Reemployment Improvements to Deliver Good Employment for Workers Act
116-HB4591,117-HB1299,Fixing America’s Bridges Act
116-HB1573,117-HB775,Disability Voting Rights Act
116-HB7553,117-HB4424,DEFEND Act Deadly Escalation by Foreign Entities Notification and Disclosure Act
116-HB6049,117-HB7208,Medical Supply Chain Security Act
116-HB2860,117-HB8407,Bots Research Act
116-HJR68,117-HJR30,Proposing a balanced budget amendment to the Constitution of the United States.
116-HJR55,117-HJR30,Proposing a balanced budget amendment to the Constitution of the United States.
116-HJR22,117-HJR30,Proposing a balanced budget amendment to the Constitution of the United States.
116-HJR99,117-HJR30,Proposing a balanced budget amendment to the Constitution of the United States.
116-HJR6,117-HJR30,Proposing a balanced budget amendment to the Constitution of the United States.
116-HJR108,117-HJR30,Proposing a balanced budget amendment to the Constitution of the United States.
116-HJR51,117-HJR30,Proposing a balanced budget amendment to the Constitution of the United States.
116-HB5560,117-HB7567,"To amend chapter 77 of title 5, United States Code, to clarify certain due process rights of Federal employees serving in sensitive positions, and for other purposes."
116-HR468,117-HR520,"Expressing the sense of the House of Representatives that the Secretary of Defense should review section 504 of title 10, United States Code, for purposes related to enlisting certain aliens in the Armed Forces."
116-HB1464,117-HB7137,CLEAN Act Clean Legislating and Ethical Accountability Now Act
116-HB5272,117-HB7971,SEED Act Supporting Entrepreneurs and Economic Development Act
116-HB4698,117-HB7422,Medical Records Access Fairness Act
116-HB7583,117-HB3898,Informing Consumers about Smart Devices Act
116-HB6452,117-HB3318,Railroad Rehabilitation and Improvement Financing Equity Act
116-HB7283,117-HB5366,To amend the Internal Revenue Code of 1986 to provide that certain contributions by government entities are treated as contributions to capital.
116-HJR40,117-HJR26,Proposing an amendment to the Constitution of the United States requiring that the Federal budget be balanced.
116-HR942,117-HR259,"Expressing support for designation of the third Friday of every March, as ""National FIRST Robotics Day""."
116-HB333,117-HB333,Disabled Veterans Tax Termination Act
116-HB2808,117-HB763,Child and Animal Abuse Detection and Reporting Act
116-HB5900,117-HB3089,Accelerating Kids’ Access to Care Act
116-HB2826,117-HB3573,Stop Mental Health Stigma in Our Communities Act
116-HB1817,117-HB3820,Firearm Due Process Protection Act
116-HB2180,117-HB2732,Domenic and Ed’s Law
116-HB2751,117-HB7475,Mamas First Act
116-HB8752,117-HB108,National Medal of Honor Monument Act
116-HB4635,117-HB3066,Guam Cigarette Tax Enforcement Act
116-HB7558,117-HB4873,FADS Act Foreign Americium Disposal and Storage Act
116-HB2710,117-HB5331,Patient Access to ESRD New Innovative Devices Act
116-HB1130,117-HB671,Fort Pillow National Battlefield Park Study Act
116-HB3689,117-HB1372,Protecting JOBs Act Protecting Job Opportunities for Borrowers Act
116-HB4957,117-HB1688,Native American Child Protection Act
116-HB5354,117-HB4520,"GREEN Streets Act Generating Resilient, Environmentally Exceptional National Streets Act"
116-HB4114,117-HB1237,Stop Supporting Foreign Interference in Our Democracy Act
116-HB151,117-HB93,Eliminating Foreign Intervention in Elections Act
116-HB8094,117-HB1667,Dr. Lorna Breen Health Care Provider Protection Act
116-HJR20,117-HJR71,Proposing an amendment to the Constitution of the United States to limit the number of terms that a Member of Congress may serve.
116-HB2320,117-HB8651,Walter Patterson and Werner Foerster Justice and Extradition Act
116-HB7930,117-HB1923,Lori Jackson Domestic Violence Survivor Protection Act
116-HB7085,117-HB1470,Ending Qualified Immunity Act
116-HB8025,117-HB489,Protecting Rural Access to Care Act
116-HB8351,117-HB523,Community Health Center Mental Health Screening Act
116-HB3581,117-HB5825,District of Columbia Board of Zoning Adjustment Home Rule Act
116-HB4140,117-HB4737,Foreign Extortion Prevention Act
116-HB7063,117-HB1535,Foreign Influence Transparency Act
116-HR1148,117-HR82,Raising a question of the privileges of the House.
116-HR304,117-HR82,Raising a question of the privileges of the House.
116-HR53,117-HR82,Raising a question of the privileges of the House.
116-HR789,117-HR82,Raising a question of the privileges of the House.
116-HR1063,117-HR82,Raising a question of the privileges of the House.
116-HR832,117-HR82,Raising a question of the privileges of the House.
116-HB8546,117-HB5576,Fair Drug Prices for Kids Act
116-HB8084,117-HB2749,Lethal Means Safety Training Act
116-HB8029,117-HB2899,"To direct the Secretary of the Interior to conduct a study to assess the suitability and feasibility of designating areas within the island of Guam as a National Heritage Area, and for other purposes."
116-HB2584,117-HB6423,To amend the Congressional Budget Act of 1974 respecting the scoring of preventive health savings.
116-HB2728,117-HB2460,Joint Consolidation Loan Separation Act
116-HB2767,117-HB1309,SERVE Act Supporting Eating disorders Recovery through Vital Expansion Act
116-HB5910,117-HB9447,For the relief of Terence George.
116-HB8647,117-HB5034,Community First Pretrial Reform and Jail Decarceration Act
116-HB1195,117-HB962,Law Enforcement Officers Equity Act
116-HB8800,117-HB1562,American Financial Markets Integrity and Security Act
116-HB5017,117-HB5872,Natural Cosmetics Act
116-HB3770,117-HB1098,Citizenship Empowerment Act
116-HR260,117-HR222,Supporting the goals and ideals of National Middle Level Education Month.
116-HB3008,117-HB3676,Prevent Impaired Driving Child Endangerment Act
116-HB8831,117-HB2964,"To codify the denial of export privileges and related provisions under title 15, Code of Federal Regulations."
116-HB7524,117-HB348,Wear Your Mask Act
116-HB7193,117-HB4019,Justice for Exonerees Act
116-HB79,117-HB50,"To amend title 54, United States Code, to prohibit the extension or establishment of national monuments in Arizona except by express authorization of Congress, and for other purposes."
116-HB453,117-HB2088,Eastern Band of Cherokee Historic Lands Reacquisition Act
116-HB1127,117-HB5022,To posthumously award a Congressional gold medal to Mahatma Gandhi in recognition of his contributions to the Nation by the promotion of nonviolence.
116-HB8458,117-HB562,Protections and Transparency in the Workplace Act
116-HB1945,117-HB1574,Berta Cáceres Human Rights in Honduras Act
116-HB8807,117-HB4326,EV MAP Act Electric Vehicle Mobility Area Planning Act
116-HB362,117-HB3119,Energy Emergency Leadership Act
116-HB1761,117-HB1827,Gun Owner Registration Information Protection Act
116-HB3313,117-HB8305,Defense Maintenance Data Transparency Act
116-HR829,117-HR234,Acknowledging the history and lasting impact of the Federal Government-created problem of redlining and the responsibility of the Federal Government to address such impact.
116-HB5065,117-HB7273,Prison to Proprietorship for Formerly Incarcerated Act
116-HB3955,117-HB2564,Silver Cliff Community Act
116-HB5124,117-HB2134,Southern New England Regional Commission Act
116-HR721,117-HR721,Calling for the establishment of an app ratings board to enforce consistent and accurate age and content ratings of apps on internet-ready devices and calling on technology companies to ensure the implementation of user-friendly and streamlined parental controls on devices used by minors.
116-HB8856,117-HB1348,"To award a Congressional Gold Medal to the Freedom Riders, collectively, in recognition of their unique contribution to Civil Rights, which inspired a revolutionary movement for equality in interstate travel."
116-HB6635,117-HB46,"One Bill, One Subject Transparency Act"
116-HB9062,117-HB3375,No Sanctuary for Criminals Act
116-HB7652,117-HB4234,National Statuary Hall Collection Policy Act
116-HB7073,117-HB535,Special Districts Provide Essential Services Act
116-HB8425,117-HB8217,"To designate the facility of the United States Postal Service located at 430 South Knowles Avenue in New Richmond, Wisconsin, as the ""Captain Robert C. Harmon and Private John R. Peirson Post Office Building""."
116-HB1434,117-HB889,Education Freedom Scholarships and Opportunity Act
116-HB598,117-HB923,Georgia Support Act
116-HB7855,117-HB1173,Taiwan Invasion Prevention Act
116-HB4457,117-HB4371,Chronic Condition Copay Elimination Act
116-HB4069,117-HB1523,Modern Worker Empowerment Act
116-HB6690,117-HB5649,Bring Entrepreneurial Advancements To Consumers Here In North America Act
116-HB2163,117-HB2925,Freedom for Families Act
116-HB2279,117-HB2163,Safe Step Act
116-HCR33,117-HR326,Supporting the goals and ideals of National Public Safety Telecommunicators Week.
116-HB4370,117-HB7316,TBI and PTSD Treatment Act
116-HB6151,117-HB66,CARING for Kids Act Comprehensive Access to Robust Insurance Now Guaranteed for Kids Act
116-HB1879,117-HB1738,Stabilize Medicaid and CHIP Coverage Act
116-HB2458,117-HB2952,WISE Act Water Infrastructure Sustainability and Efficiency Act
116-HB1889,117-HB4185,Escuadrón 201 Congressional Gold Medal Act
116-HB1129,117-HB3640,Union Transparency and Accountability Act
116-HB7245,117-HB2401,Community Outpost Outreach and Engagement Act
116-HB4561,117-HB4756,Exercise and Fitness for All Act
116-HB109,117-HB1104,Equal Protection for American Workers Act
116-HJR2,117-HJR1,Proposing an amendment to the Constitution of the United States relating to contributions and expenditures intended to affect elections.
116-HB8058,117-HB954,Chinese Research Funds Accounting Act
116-HB8260,117-HB1807,Businesses Preparing for a Better Tomorrow Act
116-HB1538,117-HB5002,District of Columbia Zoning Commission Home Rule Act
116-HB3019,117-HB4613,American Grown Act
116-HB3635,117-HB1041,To repeal the debt ceiling.
116-HB1652,117-HB3586,Veteran Education Empowerment Act
116-HB4958,117-HB1295,No Taxation Without Representation Act
116-HB4811,117-HB31,Health Coverage Choice Act
116-HB4179,117-HB4994,No Federal Funding for Confederate Symbols Act
116-HB3316,117-HB2143,Neighborhood Homes Investment Act
116-HR321,117-HR306,"Recognizing the historic, cultural, and religious significance of the festival of Vaisakhi, and for other purposes."
116-HB4522,117-HB329,Puerto Rico Federal Judicial Improvement Act
116-HB4849,117-HB4428,Upward Mobility Enhancement Act
116-HB5114,117-HB3247,Stop EITC and CTC Seizures Act
116-HB542,117-HB1850,Supporting Research and Development for First Responders Act
116-HR444,117-HR490,"Reaffirming the importance of the United States to promote the safety, health, and well-being of refugees and displaced persons."
116-HB3342,117-HB4351,Health Providers Training Act
116-HB106,117-HB3181,Health and Human Services Hiree Clarification Act
116-HB8043,117-HB6679,Scholarship for Service: The Building Better Americans Act
116-HB7227,117-HB846,COVID–19 Whistleblower Protection Act
116-HB8228,117-HB6116,Our Lawn Act
116-HB8866,117-HB1779,MORE USDA Grants Act More Opportunities for Rural Economies from USDA Grants Act
116-HB7583,117-HB4081,Informing Consumers about Smart Devices Act
116-HB3819,117-HB780,Climate and Health Protection Act
116-HB6338,117-HB295,Pandemic Healthcare Access Act
116-HB8028,117-HB6053,Protect Minority Student Borrowers Act
116-HB7418,117-HB2913,Encouraging Americans to Save Act
116-HR302,117-HR1185,Embracing the goals and provisions of the Treaty on the Prohibition of Nuclear Weapons.
116-HB1419,117-HB2010,Public Option Deficit Reduction Act
116-HB2640,117-HB5805,Buffalo Tract Protection Act
116-HB5878,117-HB4717,Global Migration Agreement Act
116-HB7110,117-HB3528,Warren Cowles Grade Crossing Safety Act
116-HB1623,117-HB1515,Help America Run Act
116-HCR19,117-HCR88,Authorizing the use of the Capitol Grounds for the Greater Washington Soap Box Derby.
116-HCR96,117-HCR88,Authorizing the use of the Capitol Grounds for the Greater Washington Soap Box Derby.
116-HB7699,117-HB446,Protecting Seniors from Emergency Scams Act
116-HB5652,117-HB3178,Estate Tax Rate Reduction Act
116-HB353,117-HB1145,"To direct the Secretary of State to develop a strategy to regain observer status for Taiwan in the World Health Organization, and for other purposes."
116-HB237,117-HB1145,"To direct the Secretary of State to develop a strategy to regain observer status for Taiwan in the World Health Organization, and for other purposes."
116-HB7358,117-HB8734,Mount Rushmore Protection Act
116-HR848,117-HR1306,"Expressing the support of the House of Representatives for the designation of ""Public Radio Music Day"" and its deep appreciation for the role of public radio music stations in serving listeners, musicians, and hundreds of communities in the United States."
116-HB3801,117-HB2339,Military Hunger Prevention Act
116-HB7681,117-HB2769,Intercity Passenger Rail Trust Fund Act
116-HB5397,117-HB1903,Rural Education Investment Act
116-HB4512,117-HB5413,Outdoors for All Act
116-HB4332,117-HB5940,Paul Laurence Dunbar Commemorative Coin Act
116-HB7326,117-HB3343,Protecting America From Spies Act
116-HJR47,117-HJR92,Proposing an amendment to the Constitution of the United States to repeal the sixteenth article of amendment.
116-HB8256,117-HB692,Recognition of Local Interests in NEPA Decision Making
116-HB8518,117-HB3206,Law Enforcement Officer Recreation Pass Act
116-HB7117,117-HB738,Essential Pay for Essential Workers Act
116-HB8825,117-HB104,"To authorize the Maritime Administrator to use certain appropriated funds to purchase duplicate medals authorized under Merchant Mariners of World War II Congressional Gold Medal Act of 2020, and for other purposes."
