116th Bill Name,117th Bill Name,Matches,Short Title,Long Title
116-HB3280,117-HB3834,short,LGBTQ Essential Data Act,
116-HB7799,117-HB1809,short,"To designate a portion of United States Route 80 in Alabama as the ""John R. Lewis Voting Rights Highway"", and for other purposes.",
116-HB200,117-HB416,short,Border Wall Trust Fund Act,
116-HB8292,117-HB6765,short & long,FUELS Act Farmers Undertake Environmental Land Stewardship Act,"To amend the Water Resources Reform and Development Act of 2014 with respect to the application of the Spill Prevention, Control, and Countermeasure rule to certain farms, and for other purposes."
116-HB5421,117-HB2209,long,,To amend the Controlled Substances Act to list fentanyl-related substances as schedule I controlled substances.
116-HB2935,117-HB2209,short,Stopping Overdoses of Fentanyl Analogues Act,
116-HB3891,117-HB4090,short,Making Education Affordable and Accessible Act,
116-HB2993,117-HB4758,short,Steel Industry Preservation Act,
116-HB7335,117-HB1042,short,Protecting Critical Infrastructure Act,
116-HB5046,117-HB1115,short,Global War on Terrorism Memorial Location Act,
116-HB6235,117-HB9490,short,NETWORKS Act Neutralizing Emerging Threats from Wireless OEMs Receiving direction from Kleptocracies and Surveillance states Act,
116-HB5831,117-HB534,short,Protecting Life in Foreign Assistance Act,
116-HB433,117-HB3567,short,Veterans’ Entry to Apprenticeship Act,
116-HB5941,117-HB116,short,Equal Rights and Access for the Women of South Sudan Act,
116-HB7787,117-HB601,short,Invest Now Act,
116-HB8889,117-HB5905,long,,"To amend title 38, United States Code, to extend to Black veterans of World War II, and surviving spouses and certain direct descendants of such veterans, eligibility for certain housing loans and educational assistance administered by the Secretary of Veterans Affairs, and for other purposes."
116-HB5266,117-HB5173,long,,"To provide for the enhancement of urban agriculture, and for other purposes."
116-HCR74,117-HCR25,short,Encouraging the Architect of the Capitol to transition to the exclusive use of electricity derived from renewable energy sources to power the United States Capitol Complex by 2032.,
116-HB8701,117-HB2669,short & long,FEMA Loan Interest Payment Relief Act,"To amend the Robert T. Stafford Disaster Relief and Emergency Assistance Act to provide for the authority to reimburse local governments or electric cooperatives for interest expenses, and for other purposes."
116-HB6087,117-HB251,short & long,Public Service Appreciation Through Loan Forgiveness Act,"To amend the Higher Education Act of 1965 to create a reduction schedule for public service loan forgiveness, and for other purposes."
116-HB8845,117-HB1946,long,,To amend title XVIII of the Social Security Act to provide for Medicare coverage of multi-cancer early detection screening tests.
116-HB7042,117-HB7932,short & long,Foster Youth and Driving Act,To amend title IV of the Social Security Act to expand foster parent training and authorize new appropriations to support the obtainment of a driver's license.
116-HB6571,117-HB7315,short,TEAM Veteran Caregivers Act Transparency and Effective Accountability Measures for Veteran Caregivers Act,
116-HB1454,117-HB1752,short & long,COOL OFF Act Choosing Our Own Lives Over Fast Firearms Act,"To provide for a 3-day waiting period before a person may receive a handgun, with exceptions."
116-HB5724,117-HB1292,short,Same-Day Accountability for Veterans Enhancement Act,
116-HB7630,117-HB3072,short & long,COACH Act Convening Operations Assistance for Childcare Heroes Act,"To amend the Small Business Act to require the Administrator of the Small Business Administration to publish or update a resource guide for small business concerns operating as child care providers, and for other purposes."
116-HB588,117-HB5456,short,Federal Employees Civil Relief Act,
116-HB3800,117-HB5711,long,,To modify the Federal TRIO programs.
116-HJR37,117-HJR87,short,Directing the removal of United States Armed Forces from hostilities in the Republic of Yemen that have not been authorized by Congress.,
116-HB5442,117-HB2484,short & long,Lowest Price for Patients Act,"To amend title XXVII of the Public Health Service Act and title XVIII of the Social Security Act to require pharmacies to disclose any differential between the cost of a prescription drug based on whether certain individuals use prescription drug coverage to acquire such drug, and for other purposes."
116-HR23,117-HR109,short,Expressing the sense of the House of Representatives that the United States Postal Service should take all appropriate measures to ensure the continuation of door delivery for all business and residential customers.,
116-HB1003,117-HB2233,short,Aretha Franklin Congressional Gold Medal Act,
116-HB8341,117-HB4762,short & long,Workplace Choice and Flexibility for Individuals with Disabilities Act,To amend the Rehabilitation Act of 1973 to clarify the definition of competitive integrated employment.
116-HB4676,117-HB599,short,Protecting Medicare Beneficiaries with Pre-Existing Conditions Act,
116-HB5576,117-HB3971,short & long,Double Dip Elimination Act,"To amend title II of the Social Security Act to prevent concurrent receipt of unemployment benefits and Social Security disability insurance, and for other purposes."
116-HB6765,117-HB5778,short,Security After Sandy Act,
116-HR1136,117-HR1353,short,Recognizing Hispanic Heritage Month and celebrating the heritage and culture of Latinos in the United States and the immense contributions of Latinos to the United States.,
116-HR561,117-HR1353,short,Recognizing Hispanic Heritage Month and celebrating the heritage and culture of Latinos in the United States and the immense contributions of Latinos to the United States.,
116-HB2308,117-HB1125,short,To amend the VA MISSION Act of 2018 to expand the veterans healing veterans medical access and scholarship program to include more students and schools.,
116-HB2487,117-HB8687,short,Wounded Warrior Workforce Enhancement Act,
116-HB921,117-HB2603,short,To establish the policy of the United States regarding the no-first-use of nuclear weapons.,
116-HB6970,117-HB84,long,,"To prevent States from receiving Federal financial assistance if such States tax the income of an out-of-State volunteer providing assistance during a disaster or emergency, and for other purposes."
116-HB1171,117-HB1813,short,FASTER Act Funding for Aviation Screeners and Threat Elimination Restoration Act,
116-HB1411,117-HB4188,short,Respect for Peace Corps Volunteers Act,
116-HR1222,117-HR54,short,"Reaffirming the sense of the House of Representatives that the United States must lead the world in preventing further nuclear proliferation, while also reducing and eventually eliminating all nuclear weapons.",
116-HB3767,117-HB5850,short,Impacts and Outcomes for Health Career Training Act,
116-HB8450,117-HB373,short,To treat certain face coverings and disinfectants as medical expenses for purposes of certain Federal tax benefits.,
116-HB8340,117-HB5865,short,"To designate the facility of the United States Postal Service located at 4110 Bluebonnet Drive in Stafford, Texas, as the ""Leonard Scarcella Post Office Building"".",
116-HB4116,117-HB2280,short & long,Prevent Gun Trafficking Act,"To amend title 18, United States Code, to combat straw purchases of firearms and deter firearms trafficking."
116-HB8786,117-HB4262,short,Increasing Investor Opportunities Act,
116-HB1370,117-HB3087,short,Breast Cancer Patient Equity Act,
116-HB8948,117-HB4798,long,,"To authorize the Administrator of the Environmental Protection Agency to enter into cooperative agreements with States to carry out grant programs to assist in remediation and relocation efforts relating to hazardous air pollution, and for other purposes."
116-HB7387,117-HB660,long,,"To require the Secretary of Commerce to establish a grant program to benefit coastal habitats, resiliency, and the economy, and for other purposes."
116-HB7362,117-HB1060,long,,"To amend the Communications Act of 1934 to streamline siting processes for personal wireless service facilities, including small personal wireless service facilities, and for other purposes."
116-HR606,117-HR495,short & long,"Calling for sickle cell trait research, surveillance, and public education and awareness, and for other purposes.","Calling for sickle cell trait research, surveillance, and public education and awareness, and for other purposes."
116-HB5923,117-HB8668,short,Fair Access to Co-ops for Veterans Act,
116-HB1709,117-HB849,short,Scientific Integrity Act,
116-HB4362,117-HB5799,short,Overseas Americans Financial Access Act,
116-HB5804,117-HB2795,short & long,DHS Blue Campaign Enhancement Act,"To amend the Homeland Security Act of 2002 to enhance the Blue Campaign of the Department of Homeland Security, and for other purposes."
116-HB7775,117-HB2746,short,"To amend title 28, United States Code, to redefine the eastern and middle judicial districts of North Carolina.",
116-HB7623,117-HB4632,short,Passport Backlog Elimination Act,
116-HB5943,117-HB133,long,,"To enhance Federal enforcement of hate crimes, and for other purposes."
116-HB6026,117-HB1110,short & long,Civil Rights Legacy Protection Act,"To prohibit the destruction of civil rights memorials, and for other purposes."
116-HJR20,117-HJR66,short,Proposing an amendment to the Constitution of the United States to limit the number of terms that a Member of Congress may serve.,
116-HB6728,117-HB843,short,To amend the Commodity Credit Corporation Charter Act to raise the borrowing limit of the Commodity Credit Corporation.,
116-HR119,117-HR923,short,Supporting the goals and ideals of Career and Technical Education Month.,
116-HR864,117-HR923,short,Supporting the goals and ideals of Career and Technical Education Month.,
116-HR969,117-HR1120,short,"Recognizing ""National Public Works Week"".",
116-HR392,117-HR1120,short,"Recognizing ""National Public Works Week"".",
116-HB2103,117-HB2549,short,Tax Fairness for Workers Act,
116-HJR33,117-HJR89,short,Proposing an amendment to the Constitution of the United States relating to contributions and expenditures with respect to Federal elections.,
116-HB3283,117-HB4368,short,"To amend title 4, United States Code, to permit the flag of the United States to be flown at half-staff in the event of the death of the Mayor of the District of Columbia.",
116-HB6770,117-HB2514,short,"Mobility Options, Resiliency, and Efficiency (MORE) through TDM Act",
116-HR1213,117-HR50,short,Expressing the support of the House of Representatives for the naming of new or undedicated facilities of the Department of Veterans Affairs after women veterans and minority veterans in order to reflect the diversity of all who have served in the Armed Forces of the United States.,
116-HB8974,117-HB5915,short,FHA Fairness Act,
116-HB5421,117-HB1910,long,,To amend the Controlled Substances Act to list fentanyl-related substances as schedule I controlled substances.
